names,scores,logfoldchanges,pvals,pvals_adj,log2fc,actual_fold_change,combined_rank
UBE2W,3.5738468,0.6755339,0.0003517747049119091,0.0008446148310266021,0.9745894,1.9650819,2.4142547
IFNGR1,3.3256724,0.7244044,0.0008820553994940307,0.001966968929241658,1.0450946,2.0635018,2.4091318
CORO7,3.8757079,0.61864805,0.00010631518769201543,0.00028135903374456374,0.8925205,1.8564166,2.397699
MKL2,3.5212383,0.67701906,0.0004295365249523958,0.001017111261225594,0.976732,1.9680024,2.3839455
ZNF362,3.34235,0.7110703,0.0008307225889524405,0.001859685795723077,1.0258576,2.0361695,2.3766458
WIPI1,3.1767952,0.74702567,0.001489121578016081,0.0031726813467781285,1.0777302,2.1107128,2.3731475
CCS,3.970544,0.59041476,7.170868754651266e-05,0.00019593743887455435,0.85178846,1.8047369,2.3442678
PPP1R3E,3.524402,0.65974474,0.00042443993680969853,0.0010059276319283848,0.9518105,1.9342986,2.3252056
AC142472.6,3.2408679,0.71473366,0.0011916639731399607,0.0025866890381756147,1.0311427,2.0436423,2.3163574
RP11-545E17.3,4.010091,0.5763469,6.0695386329729554e-05,0.00016806192505492822,0.8314928,1.7795256,2.3112032
ANKRD13D,4.418294,0.5201425,9.948313165403395e-06,3.113232291242279e-05,0.750407,1.6822672,2.2981424
EHD1,3.9670312,0.5781094,7.277348662161967e-05,0.00019857819305500748,0.8340355,1.7826648,2.2933779
DYNLT3,3.1494622,0.7262772,0.001635712993910194,0.0034513202329709085,1.0477965,2.0673697,2.2873826
SP100,3.6179602,0.63099915,0.0002969339842387039,0.000723916628643529,0.91033936,1.8794876,2.28293
KSR1,3.944616,0.5737308,7.99279440774541e-05,0.00021649161781140064,0.8277186,1.7748765,2.2631478
GPR107,3.5025246,0.64126074,0.0004608712738932171,0.0010862145547813,0.9251437,1.8988734,2.2460315
RP11-708J19.1,3.0375016,0.73490804,0.0023854807572271032,0.004905175172129152,1.0602481,2.0852902,2.2322843
RP11-352M15.2,4.0013785,0.5571899,6.297449008798283e-05,0.00017365823026310596,0.80385506,1.7457597,2.2295277
PACS1,3.3931067,0.63782114,0.0006910470522305641,0.001566981201815347,0.9201814,1.892353,2.164195
INPP5D,3.2304337,0.6653977,0.0012360254309011413,0.002672925677480192,0.95996594,1.9452641,2.1495233
LINC00885,3.043529,0.7060758,0.0023382079180766413,0.004812870885398836,1.0186521,2.026025,2.1489623
DNASE1,3.2014704,0.6700474,0.0013672808521698397,0.0029332078201794944,0.9666741,1.95433,2.1451368
SLC35D1,3.4050484,0.6227741,0.000661523149162791,0.0015042574537691054,0.89847314,1.8640921,2.120576
SAMHD1,2.9744282,0.706764,0.00293535210100301,0.005910954604787163,1.0196449,2.0274198,2.1022186
ASB8,3.8081143,0.5508206,0.00014003055377296105,0.00036204442471965637,0.7946661,1.7346759,2.0975878
HIPK1,3.9567544,0.52919716,7.597498013013606e-05,0.0002064770910198886,0.7634701,1.6975689,2.0939033
TMEM55A,3.4305296,0.607217,0.0006024043886420616,0.0013850328058815633,0.87602895,1.8353165,2.083076
TOB1,3.2103002,0.64724475,0.001325963627649121,0.0028499840387394494,0.9337768,1.9102703,2.0778499
VGLL4,4.1093273,0.5043241,3.9681348942633016e-05,0.00011333318791005902,0.72758585,1.6558658,2.0724328
PIK3AP1,3.0205276,0.6855954,0.0025233465700282677,0.005151938889312012,0.98910505,1.9849533,2.07086
MED13L,3.9090946,0.50949067,9.264266238685892e-05,0.0002476910904000859,0.73503965,1.6644431,1.9916472
RINL,3.0258818,0.64953,0.002479092273821326,0.005071841007004774,0.9370737,1.9146408,1.9654009
SLC44A1,2.790257,0.704244,0.005266622833261367,0.010051633417828937,1.0160093,2.0223174,1.9650217
TST,3.1215847,0.6247523,0.0017988056716100734,0.003769837418161537,0.901327,1.8677832,1.9502171
FAM65A,3.0879962,0.6288681,0.002015110365907931,0.004188380449160669,0.9072649,1.8754864,1.9419423
CERK,3.134706,0.6188669,0.0017202640396676184,0.0036146130719030578,0.8928362,1.8568228,1.9399658
TNK2,3.5102706,0.5514675,0.0004476509343502774,0.0010575245968842324,0.7955994,1.7357984,1.9358001
LGALS8,2.935663,0.658995,0.0033283560176581403,0.006619830473928786,0.9507288,1.9328489,1.9345871
MNT,3.462376,0.5574018,0.0005354285285776105,0.001243431922174054,0.8041608,1.7461298,1.9299346
GPD2,3.1112816,0.6094369,0.0018627711914597782,0.003890591088383149,0.87923163,1.8393954,1.89613
L2HGDH,2.969269,0.63640445,0.0029850910842302235,0.0059991492130697975,0.91813755,1.8896743,1.8896561
RPS6KC1,3.0259748,0.62282264,0.002478330151117171,0.005071566412610435,0.8985431,1.8641826,1.8846456
MAP3K1,3.544972,0.52889156,0.00039265489247085995,0.0009355379252174442,0.7630292,1.6970502,1.8749057
FLJ37453,3.398529,0.5467642,0.0006774927484318427,0.0015388382815196833,0.788814,1.7276536,1.858194
HEXB,3.6102886,0.51446754,0.0003058563994676004,0.0007432016060468738,0.74221975,1.6727476,1.8573763
ZBTB48,2.9629521,0.62532824,0.0030470391015586747,0.0061129992109511715,0.90215796,1.8688594,1.8528177
RASSF3,3.4196796,0.539089,0.0006269491424529005,0.001434117310561336,0.7777411,1.7144443,1.8435118
RGL2,3.6356547,0.50304276,0.0002772754269844092,0.0006794762207988692,0.7257373,1.6537457,1.8288897
CFH,3.4878135,0.51984274,0.00048698749759507363,0.001141017938556213,0.74997455,1.6817632,1.8131145
STXBP3,2.9445653,0.6127132,0.0032340858783066044,0.006452992005702185,0.88395834,1.8454317,1.8041741
CYBRD1,2.7745943,0.6430153,0.005527059332565571,0.010516385919701323,0.927675,1.9022081,1.7841066
PLEC,3.270233,0.54244757,0.0010745899094910458,0.0023545153782751006,0.7825864,1.7202121,1.7739298
MRC2,2.874833,0.61532515,0.004042412599273669,0.007901879613827064,0.88772655,1.8502581,1.7689571
PCYOX1,3.5110748,0.5009036,0.0004462986829601174,0.0010546385202659064,0.7226511,1.6502118,1.75871
ITPR1,2.4474072,0.717414,0.014388810784677283,0.025052473530467433,1.0350096,2.0491273,1.7558043
ARHGAP12,2.7371507,0.63675964,0.00619739153846055,0.011665423317675568,0.91865,1.8903456,1.742907
FAM229A,2.8647907,0.6083149,0.004172850748650786,0.008146994318794391,0.8776128,1.8373327,1.7426947
PHYKPL,3.293697,0.521442,0.0009887898529107356,0.0021797095092685624,0.7522818,1.6844549,1.717472
NUMB,3.2380407,0.528734,0.0012035360340306416,0.0026103546044214535,0.76280195,1.6967828,1.7120622
CTD-2270L9.4,2.8525069,0.5991729,0.0043375863641163135,0.00844209278625722,0.86442375,1.8206122,1.7091448
ANXA2R,3.17453,0.5382712,0.0015007932870676913,0.0031941784926602748,0.7765612,1.7130427,1.708758
CPPED1,2.71598,0.6219416,0.00660799218191738,0.012386343201055158,0.8972721,1.8625411,1.6891811
SLC2A11,2.5067427,0.67353815,0.012184937727396658,0.021506112533184095,0.97171015,1.961164,1.6883868
CLK4,2.7720075,0.60684264,0.005571173869275128,0.010595331137776127,0.8754889,1.8346297,1.6821723
UBR2,3.2815495,0.5100894,0.0010323838975058479,0.0022689972082053696,0.73590344,1.66544,1.6738836
SYCP2L,2.6724124,0.6224296,0.007530801259323631,0.013979839524605141,0.8979761,1.86345,1.6633886
RBM43,2.7906134,0.59580725,0.0052608276001117026,0.010042946000024162,0.8595682,1.8144951,1.6626678
SIRPA,2.6585207,0.62113994,0.007848452005159096,0.01450554582136398,0.89611554,1.8610485,1.6513134
ANXA4,2.8311715,0.57038593,0.004637782751024805,0.008959494036959049,0.82289296,1.7689496,1.6148604
PROCA1,2.8247797,0.571298,0.0047313116759758675,0.00912047837872484,0.8242088,1.7705638,1.613791
RELT,2.9259462,0.5500021,0.0034341038596406395,0.006808539807140076,0.7934853,1.7332567,1.6092765
TMEM131,3.0199277,0.5295815,0.002528350407964972,0.0051608507063768206,0.76402456,1.6982216,1.5992979
MTL5,2.600023,0.6121838,0.009321747548703758,0.01690050616181375,0.88319457,1.8444549,1.591692
MGAT5,2.8735693,0.55385673,0.0040586206132632455,0.007929723921946597,0.79904634,1.7399505,1.5915457
ERLIN1,2.777047,0.5686645,0.00548552501668804,0.010439817521156762,0.8204094,1.765907,1.579208
AFF1,3.0285604,0.52066153,0.0024572190717868413,0.0050334665084510065,0.7511558,1.6831408,1.576855
RAB20,2.8377695,0.5544205,0.0045429978590389745,0.0087973612341064,0.79985964,1.7409319,1.5733175
ARID4A,2.733849,0.5717014,0.0062598730382471685,0.011777543566252591,0.8247908,1.7712783,1.5629454
ICAM4,2.8367867,0.5375763,0.004557003158988425,0.008820252699532594,0.7755587,1.7118529,1.5249894
HMHA1,2.790742,0.54482985,0.005258736702252303,0.01004132774092006,0.7860233,1.7243149,1.5204794
CDC14B,2.7962103,0.5403029,0.005170573726442708,0.009892083216360386,0.77949226,1.7165265,1.5108005
CTB-25B13.12,2.6543987,0.5663148,0.007944988839136673,0.014648734508311287,0.8170196,1.7617627,1.5032253
ZSWIM8,2.6287801,0.5703036,0.008569175520917986,0.015712424672520903,0.8227742,1.768804,1.4992028
SLC12A9,2.4504066,0.6035277,0.014269495139227116,0.024855447970570932,0.87070644,1.8285581,1.4788883
TMEM107,2.895526,0.50868815,0.003785237812640285,0.007424323898177654,0.7338819,1.6631081,1.4729197
OR2B6,2.7852666,0.52695465,0.0053483724251928546,0.010195611064027069,0.76023483,1.6937664,1.4677092
CPT2,2.7598183,0.52928406,0.005783352790684301,0.01094986884443439,0.76359546,1.6977164,1.4607278
RPS6KA5,2.6229742,0.55637753,0.008716587833835714,0.01595374573620917,0.8026831,1.7443421,1.4593639
NR2F2-AS1,2.337482,0.62351954,0.019414137069846488,0.03277758886144441,0.89954853,1.8654821,1.4574656
RP1-198K11.5,2.4838848,0.5862309,0.01299578046230867,0.022804023200970483,0.84575236,1.7972018,1.4561299
USP18,2.6308248,0.54668933,0.008517794389498257,0.01562175869300123,0.788706,1.7275243,1.4382439
MAN1B1,2.3721454,0.592018,0.017685125199351916,0.030199314214622713,0.8541014,1.8076326,1.4043528
PLTP,2.5506692,0.5428723,0.01075163319277726,0.019204100242826608,0.7831992,1.7209427,1.3846877
ZNF688,2.552406,0.54044205,0.010698172970462301,0.019125529677384685,0.77969307,1.7167656,1.3794276
ARNT,2.6011336,0.5290116,0.009291624080252282,0.016861030711345246,0.7632024,1.6972538,1.3760298
SPSB2,2.33153,0.58928317,0.019725422213968506,0.03326142697749971,0.8501559,1.8026958,1.3739314
SLC25A40,2.219383,0.61340725,0.026460679430861743,0.04315890706039384,0.8849596,1.8467128,1.3613856
CTBS,2.4419858,0.54941803,0.014606720961098362,0.025388096665115444,0.79264265,1.7322447,1.3416711
DENND1B,2.4821467,0.5349373,0.013059344949430876,0.022905608937362255,0.7717514,1.7073413,1.3277929
MAPK11,2.352552,0.5635661,0.018645083658666555,0.0316245990573393,0.813054,1.7569267,1.3258185
SUCO,2.4637277,0.53199434,0.013750054048426353,0.024033582893126952,0.7675056,1.7023239,1.3106892
FAM13B,2.3817873,0.54583454,0.017228842716476955,0.0295012428706772,0.7874728,1.7260482,1.3000618
TYK2,2.5786371,0.5025101,0.009919091989374922,0.017891135774493354,0.7249688,1.6528649,1.2957911
TSPAN31,2.4407327,0.5252447,0.014657500662362292,0.025465397472553285,0.7577679,1.6908726,1.281982
VPS8,2.247876,0.5617268,0.024584098501583797,0.040432857584461884,0.8104005,1.7536982,1.2626922
KLHL24,2.368968,0.5310724,0.017837795130046016,0.030427850320038363,0.7661755,1.700755,1.2580935
NFATC2,2.2611666,0.5524854,0.023748944078289706,0.03920298821180175,0.79706794,1.7375662,1.2492615
CYTH1,2.4218564,0.5009721,0.0154414464465791,0.026689613299597556,0.72274995,1.6503247,1.2132825
RP11-539L10.3,2.3128874,0.52251995,0.020728823588218342,0.03470702904685729,0.7538369,1.6862717,1.2085298
KIAA1109,2.2527158,0.5357977,0.024277073726287166,0.039993050068778596,0.77299273,1.7088108,1.207
PCMTD1,2.219908,0.5386494,0.026425010358331516,0.043118143164493666,0.77710676,1.7136906,1.195752
GALNT10,2.231679,0.5061556,0.0256361867564216,0.0419751632741977,0.7302282,1.6589015,1.1295768
